TransmChainNb,Generation,TrialOrder,TrialName,TestingPhase,Name,Sex,AgeMonth,Square1,Square2,Square3,Square4,Square5,Square6,Square7,Square8,Square9,Square10,Square11,Square12,Square13,Square14,Square15,Square16,Touch1,Touch2,Touch3,Touch4,RT1,RT2,RT3,RT4
1,1,1,1,Random,DORA,female,52,Red,Red,White,White,White,White,White,White,White,White,Red,Red,White,White,White,White,1,2,5,12,328.13,558.59,718.75,1089.84
1,1,2,1,Random,DORA,female,52,White,White,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,White,4,7,11,16,140.63,332.03,511.72,839.84
1,1,3,1,Random,DORA,female,52,White,White,White,White,White,Red,Red,White,White,White,White,Red,White,White,Red,White,6,7,10,12,109.38,308.59,550.78,871.09
1,1,4,1,Random,DORA,female,52,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,White,2,3,6,7,230.47,441.41,609.38,839.84
1,1,5,1,Random,DORA,female,52,Red,White,White,Red,Red,White,White,White,White,White,White,Red,White,White,White,White,1,5,4,8,148.44,890.63,1199.22,1390.63
1,1,6,1,Random,DORA,female,52,White,White,White,White,White,White,White,White,Red,Red,White,White,White,White,Red,Red,10,14,9,16,609.38,1078.13,1339.84,1691.41
1,1,7,1,Random,DORA,female,52,White,Red,Red,Red,White,White,White,White,White,White,Red,White,White,White,White,White,2,3,6,4,121.09,339.84,500.00,710.94
1,1,8,1,Random,DORA,female,52,White,Red,White,White,White,White,White,White,White,Red,Red,White,Red,White,White,White,11,10,15,14,218.75,468.75,710.94,1109.38
1,1,9,1,Random,DORA,female,52,White,White,White,White,Red,White,White,White,White,Red,Red,Red,White,White,White,White,5,10,9,12,113.28,281.25,453.13,691.41
1,1,10,1,Random,DORA,female,52,White,White,Red,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,3,7,9,14,50.78,218.75,441.41,667.97
1,1,11,1,Random,DORA,female,52,White,Red,White,White,White,Red,White,White,White,White,Red,White,Red,White,White,White,6,11,2,10,199.22,398.44,617.19,859.38
1,1,12,1,Random,DORA,female,52,Red,White,Red,White,White,White,White,White,White,White,White,Red,White,Red,White,White,1,5,3,8,261.72,421.88,691.41,953.13
1,1,13,1,Random,DORA,female,52,White,White,White,Red,White,White,Red,White,Red,White,White,White,White,White,Red,White,7,10,9,8,636.72,839.84,1039.06,1339.84
1,1,14,1,Random,DORA,female,52,White,White,Red,White,White,White,Red,White,White,Red,White,Red,White,White,White,White,3,10,7,11,58.59,480.47,718.75,949.22
1,1,15,1,Random,DORA,female,52,Red,White,White,White,White,Red,White,White,White,White,Red,White,White,White,White,Red,1,6,5,11,78.13,269.53,468.75,699.22
1,1,16,1,Random,DORA,female,52,White,White,White,White,Red,White,White,White,Red,White,White,Red,White,White,Red,White,5,9,13,12,199.22,441.41,902.34,1230.47
1,1,17,1,Random,DORA,female,52,White,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,7,6,10,8,472.66,859.38,1082.03,1332.03
1,1,18,1,Random,DORA,female,52,White,White,White,White,Red,Red,White,White,White,White,Red,White,White,White,White,Red,5,6,11,9,281.25,531.25,1281.25,1691.41
1,1,19,1,Random,DORA,female,52,Red,White,Red,White,Red,White,White,White,White,White,Red,White,White,White,White,White,1,5,3,9,281.25,980.47,1261.72,1582.03
1,1,20,1,Random,DORA,female,52,White,White,Red,White,White,White,White,White,White,White,White,White,Red,White,Red,Red,9,3,7,16,519.53,828.13,1050.78,1410.16
1,1,21,1,Random,DORA,female,52,White,White,White,White,White,White,Red,White,Red,Red,White,White,White,White,White,Red,7,10,14,16,386.72,546.88,937.50,1667.97
1,1,22,1,Random,DORA,female,52,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,5,9,13,4,148.44,328.13,570.31,957.03
1,1,23,1,Random,DORA,female,52,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,White,Red,White,1,9,14,13,398.44,648.44,937.50,1207.03
1,1,24,1,Random,DORA,female,52,Red,White,Red,Red,White,White,White,White,White,Red,White,White,White,White,White,White,1,9,4,3,339.84,531.25,812.50,1011.72
1,1,25,1,Random,DORA,female,52,Red,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,White,White,2,1,5,13,50.78,332.03,500.00,800.78
1,1,26,1,Random,DORA,female,52,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,Red,6,7,10,16,121.09,339.84,558.59,808.59
1,1,27,1,Random,DORA,female,52,White,White,White,White,White,White,White,White,Red,White,White,Red,White,White,Red,Red,12,16,9,5,261.72,1089.84,1660.16,2031.25
1,1,28,1,Random,DORA,female,52,White,White,White,Red,White,White,White,White,Red,Red,White,White,White,White,White,Red,10,9,13,14,222.66,441.41,890.63,1191.41
1,1,29,1,Random,DORA,female,52,Red,White,White,White,White,White,White,White,Red,White,White,Red,White,Red,White,White,16,3,7,4,640.63,1039.06,1230.47,1507.81
1,1,30,1,Random,DORA,female,52,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,9,10,14,13,191.41,390.63,839.84,1203.13
1,1,31,1,Random,DORA,female,52,White,White,White,Red,White,White,White,Red,Red,White,White,White,White,Red,White,White,4,8,14,9,148.44,328.13,539.06,808.59
1,1,32,1,Random,DORA,female,52,White,White,White,White,White,White,White,Red,White,Red,White,White,Red,White,Red,White,14,8,12,16,640.63,921.88,1140.63,1890.63
1,1,33,1,Random,DORA,female,52,White,Red,White,Red,White,White,White,White,White,White,Red,White,White,Red,White,White,2,11,10,4,62.50,250.00,449.22,730.47
1,1,34,1,Random,DORA,female,52,White,White,White,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,6,11,10,14,199.22,449.22,691.41,1199.22
1,1,35,1,Random,DORA,female,52,White,White,White,Red,White,White,Red,White,White,White,White,Red,White,White,White,Red,4,7,12,16,140.63,410.16,621.09,1191.41
1,1,36,1,Random,DORA,female,52,White,Red,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,White,2,8,12,16,597.66,1410.16,1859.38,2179.69
1,1,37,1,Random,DORA,female,52,Red,White,White,White,White,Red,White,Red,White,White,White,White,White,Red,White,White,6,1,8,12,128.91,339.84,777.34,1000.00
1,1,38,1,Random,DORA,female,52,White,Red,White,Red,White,White,White,White,White,Red,White,White,White,White,White,Red,10,2,4,12,250.00,718.75,949.22,1480.47
1,1,39,1,Random,DORA,female,52,White,Red,Red,Red,White,White,White,White,Red,White,White,White,White,White,White,White,3,2,5,4,128.91,339.84,878.91,1167.97
1,1,40,1,Random,DORA,female,52,Red,White,White,White,White,Red,White,White,White,White,White,Red,Red,White,White,White,1,12,6,16,230.47,871.09,1441.41,1832.03
1,1,41,1,Random,DORA,female,52,White,Red,White,White,White,White,Red,White,White,White,Red,White,Red,White,White,White,2,11,7,15,89.84,519.53,800.78,1519.53
1,1,42,1,Random,DORA,female,52,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,White,White,Red,9,6,13,4,230.47,558.59,730.47,1109.38
1,1,43,1,Random,DORA,female,52,Red,White,White,White,Red,White,White,White,White,White,White,White,Red,White,White,Red,1,5,13,9,121.09,292.97,582.03,839.84
1,1,44,1,Random,DORA,female,52,White,White,Red,White,White,White,Red,Red,White,White,White,White,White,Red,White,White,3,7,8,12,449.22,667.97,917.97,1140.63
1,1,45,1,Random,DORA,female,52,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,White,Red,1,6,11,9,230.47,468.75,1031.25,1261.72
1,1,46,1,Random,DORA,female,52,White,White,White,White,White,Red,Red,Red,White,White,White,Red,White,White,White,White,6,7,8,12,558.59,910.16,1140.63,1761.72
1,1,47,1,Random,DORA,female,52,White,White,Red,Red,Red,White,White,White,White,White,White,White,White,Red,White,White,3,14,9,13,320.31,519.53,750.00,1539.06
1,1,48,1,Random,DORA,female,52,White,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,Red,2,7,10,11,42.97,222.66,371.09,613.28
1,1,49,1,Random,DORA,female,52,Red,White,White,White,White,White,Red,White,White,White,White,White,White,Red,Red,White,1,10,7,15,148.44,718.75,1007.81,1339.84
1,1,50,1,Random,DORA,female,52,White,White,Red,White,White,Red,White,White,White,White,White,Red,Red,White,White,White,2,6,10,3,976.56,1179.69,1417.97,1726.56
1,1,1,1,Test,DORA,female,52,White,White,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,Red,14,16,15,12,480.47,761.72,1082.03,1449.22
1,1,2,2,Test,DORA,female,52,White,White,White,Red,White,Red,White,White,White,White,White,White,White,Red,White,Red,4,14,15,16,70.31,539.06,1167.97,2000.00
1,1,3,3,Test,DORA,female,52,White,White,White,White,White,White,White,Red,White,Red,White,Red,White,White,White,Red,10,8,12,16,281.25,550.78,761.72,1011.72
1,1,4,4,Test,DORA,female,52,White,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,6,10,12,11,199.22,449.22,886.72,1128.91
1,1,5,5,Test,DORA,female,52,White,Red,White,White,White,White,White,Red,White,Red,White,White,White,Red,White,White,3,7,16,15,3640.63,3859.38,4441.41,4699.22
1,1,6,6,Test,DORA,female,52,White,Red,White,White,White,White,Red,White,White,White,White,Red,White,White,Red,White,7,2,12,16,359.38,968.75,1859.38,2199.22
1,1,7,7,Test,DORA,female,52,White,Red,White,White,White,White,White,White,White,White,Red,White,Red,White,Red,White,2,11,15,14,82.03,390.63,839.84,1140.63
1,1,8,8,Test,DORA,female,52,White,White,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,Red,5,9,11,13,58.59,250.00,531.25,789.06
1,1,9,9,Test,DORA,female,52,White,White,White,White,White,Red,White,White,Red,White,White,White,Red,Red,White,White,6,13,14,15,609.38,1191.41,1468.75,1839.84
1,1,10,10,Test,DORA,female,52,White,Red,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,11,14,15,8,328.13,507.81,718.75,1027.34
1,1,11,11,Test,DORA,female,52,Red,White,White,Red,White,White,White,White,White,White,Red,White,White,White,White,Red,1,11,5,4,167.97,410.16,558.59,878.91
1,1,12,12,Test,DORA,female,52,White,White,Red,White,White,White,Red,White,White,Red,White,Red,White,White,White,White,3,7,12,11,121.09,300.78,531.25,761.72
1,1,13,13,Test,DORA,female,52,White,Red,Red,White,White,White,White,White,White,White,Red,White,Red,White,White,White,2,3,7,11,332.03,730.47,1000.00,1191.41
1,1,14,14,Test,DORA,female,52,White,Red,White,White,Red,White,White,White,White,White,White,Red,Red,White,White,White,9,2,5,12,531.25,800.78,968.75,1300.78
1,1,15,15,Test,DORA,female,52,White,White,White,White,Red,White,Red,White,White,White,White,White,Red,Red,White,White,7,5,13,11,89.84,359.38,808.59,1121.09
1,1,16,16,Test,DORA,female,52,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,White,White,White,4,3,15,7,218.75,410.16,839.84,1121.09
1,1,17,17,Test,DORA,female,52,White,Red,White,White,Red,Red,White,White,White,White,White,White,White,Red,White,White,2,6,5,10,179.69,570.31,980.47,1250.00
1,1,18,18,Test,DORA,female,52,Red,Red,White,White,White,White,Red,White,White,White,White,White,White,White,White,Red,2,1,5,7,250.00,578.13,789.06,1269.53
1,1,19,19,Test,DORA,female,52,White,White,White,Red,White,White,White,White,White,White,Red,White,Red,White,Red,White,4,16,15,12,160.16,550.78,789.06,1128.91
1,1,20,20,Test,DORA,female,52,White,Red,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,White,3,7,12,11,441.41,949.22,1230.47,1472.66
1,1,21,21,Test,DORA,female,52,White,White,White,White,Red,White,White,White,Red,White,White,White,Red,Red,White,White,5,9,14,13,62.50,281.25,1011.72,1421.88
1,1,22,22,Test,DORA,female,52,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,7,15,11,6,171.88,761.72,2031.25,2332.03
1,1,23,23,Test,DORA,female,52,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,Red,8,11,16,15,152.34,390.63,652.34,941.41
1,1,24,24,Test,DORA,female,52,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,White,Red,White,6,10,5,14,511.72,1140.63,1730.47,2222.66
1,1,25,25,Test,DORA,female,52,White,White,White,White,White,White,Red,White,White,White,White,Red,White,White,Red,Red,7,12,16,15,171.88,863.28,1062.50,1421.88
1,1,26,26,Test,DORA,female,52,White,White,White,White,Red,White,White,White,White,White,White,Red,Red,Red,White,White,5,13,12,9,39.06,750.00,1007.81,1250.00
1,1,27,27,Test,DORA,female,52,White,White,White,White,Red,White,White,White,White,White,White,Red,Red,White,White,Red,6,10,4,7,1187.50,1437.50,1910.16,2097.66
1,1,28,28,Test,DORA,female,52,Red,White,White,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,3,7,8,4,730.47,890.63,1140.63,1371.09
1,1,29,29,Test,DORA,female,52,White,White,White,White,Red,White,Red,White,White,White,Red,White,Red,White,White,White,7,5,9,11,160.16,468.75,628.91,828.13
1,1,30,30,Test,DORA,female,52,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,3,8,4,12,417.97,1078.13,1359.38,1636.72
1,1,31,31,Test,DORA,female,52,White,White,Red,White,Red,White,White,Red,White,White,White,White,Red,White,White,White,3,5,9,8,39.06,339.84,480.47,730.47
1,1,32,32,Test,DORA,female,52,White,Red,White,White,White,Red,White,White,Red,White,Red,White,White,White,White,White,2,6,9,11,332.03,480.47,660.16,968.75
1,1,33,33,Test,DORA,female,52,White,White,White,White,Red,Red,White,White,White,White,Red,White,White,Red,White,White,6,11,5,10,300.78,789.06,1070.31,1347.66
1,1,34,34,Test,DORA,female,52,White,Red,White,Red,Red,White,White,White,White,White,White,White,White,Red,White,White,2,5,9,4,39.06,261.72,460.94,781.25
1,1,35,35,Test,DORA,female,52,White,White,White,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,5,8,12,16,210.94,871.09,1121.09,1398.44
1,1,36,36,Test,DORA,female,52,White,White,White,Red,Red,White,White,White,Red,White,White,White,White,Red,White,White,5,9,13,4,89.84,441.41,613.28,871.09
1,1,37,37,Test,DORA,female,52,Red,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,White,1,5,9,7,171.88,339.84,589.84,890.63
1,1,38,38,Test,DORA,female,52,White,White,White,White,Red,White,Red,White,Red,White,White,White,White,Red,White,White,7,9,5,14,617.19,867.19,1148.44,1429.69
1,1,39,39,Test,DORA,female,52,White,White,White,White,White,Red,White,Red,White,White,White,White,Red,Red,White,White,8,6,12,16,277.34,648.44,949.22,1148.44
1,1,40,40,Test,DORA,female,52,White,White,White,Red,Red,White,White,White,White,Red,White,White,White,White,Red,White,5,10,9,4,339.84,527.34,699.22,949.22
1,1,41,41,Test,DORA,female,52,White,White,White,White,White,Red,Red,White,White,White,Red,White,Red,White,White,White,7,11,6,10,281.25,449.22,691.41,910.16
1,1,42,42,Test,DORA,female,52,White,Red,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,White,2,6,8,12,410.16,589.84,808.59,1269.53
1,1,43,43,Test,DORA,female,52,White,Red,White,White,White,White,White,Red,Red,White,White,White,White,White,Red,White,2,8,12,16,390.63,1039.06,1250.00,1601.56
1,1,44,44,Test,DORA,female,52,White,White,White,Red,White,White,White,Red,White,White,White,Red,White,White,White,Red,4,8,12,16,89.84,308.59,898.44,1148.44
1,1,45,45,Test,DORA,female,52,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,12,4,7,3,640.63,1027.34,1277.34,1589.84
1,1,46,46,Test,DORA,female,52,White,White,White,White,White,White,Red,Red,White,White,White,White,Red,Red,White,White,4,7,8,11,191.41,363.28,562.50,781.25
1,1,47,47,Test,DORA,female,52,White,White,White,White,White,White,White,Red,Red,Red,Red,White,White,White,White,White,5,9,13,6,878.91,1207.03,1429.69,1769.53
1,1,48,48,Test,DORA,female,52,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,White,Red,White,3,5,9,16,113.28,390.63,542.97,781.25
1,1,49,49,Test,DORA,female,52,White,White,White,Red,Red,White,Red,White,White,White,White,Red,White,White,White,White,7,5,9,4,222.66,421.88,792.97,1031.25
1,1,50,50,Test,DORA,female,52,Red,White,White,White,Red,Red,White,White,White,White,White,White,Red,White,White,White,6,5,1,10,371.09,562.50,750.00,972.66
1,2,1,1,Random,DAN,male,56,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,White,Red,6,10,9,5,308.59,468.75,679.69,859.38
1,2,2,1,Random,DAN,male,56,Red,White,Red,White,White,Red,White,Red,White,White,White,White,White,White,White,White,8,3,5,2,62.50,281.25,652.34,1089.84
1,2,3,1,Random,DAN,male,56,Red,White,White,White,Red,Red,White,White,White,White,White,White,Red,White,White,White,6,5,10,13,82.03,449.22,699.22,1250.00
1,2,4,1,Random,DAN,male,56,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,Red,White,White,14,13,9,5,140.63,429.69,621.09,1011.72
1,2,5,1,Random,DAN,male,56,White,White,White,White,White,White,White,Red,Red,White,Red,White,White,Red,White,White,8,11,14,13,78.13,269.53,468.75,667.97
1,2,6,1,Random,DAN,male,56,White,White,White,White,White,Red,White,White,Red,White,White,Red,Red,White,White,White,12,6,9,13,78.13,339.84,777.34,1449.22
1,2,7,1,Random,DAN,male,56,White,White,White,Red,White,White,White,White,White,Red,White,Red,White,White,White,Red,16,12,14,10,39.06,289.06,589.84,839.84
1,2,8,1,Random,DAN,male,56,White,White,Red,Red,White,White,Red,White,Red,White,White,White,White,White,White,White,4,7,3,9,78.13,210.94,410.16,710.94
1,2,9,1,Random,DAN,male,56,White,Red,White,White,White,White,White,White,White,Red,White,White,White,White,Red,Red,16,15,10,14,78.13,328.13,578.13,769.53
1,2,10,1,Random,DAN,male,56,White,Red,White,Red,Red,White,White,White,White,White,White,White,White,Red,White,White,14,9,13,5,480.47,1109.38,1429.69,1730.47
1,2,11,1,Random,DAN,male,56,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,Red,White,White,12,8,11,14,42.97,281.25,472.66,921.88
1,2,12,1,Random,DAN,male,56,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,White,Red,16,6,10,9,31.25,312.50,449.22,691.41
1,2,13,1,Random,DAN,male,56,White,Red,Red,White,Red,White,White,White,White,White,Red,White,White,White,White,White,3,2,6,1,250.00,421.88,890.63,1441.41
1,2,14,1,Random,DAN,male,56,White,White,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,12,16,15,14,300.78,480.47,730.47,1000.00
1,2,15,1,Random,DAN,male,56,White,White,White,White,White,White,White,White,Red,Red,White,Red,White,White,Red,White,12,15,14,10,31.25,363.28,792.97,1000.00
1,2,16,1,Random,DAN,male,56,White,White,White,White,White,White,White,Red,White,Red,White,Red,White,White,Red,White,14,10,9,13,968.75,1179.69,1917.97,2218.75
1,2,17,1,Random,DAN,male,56,White,White,Red,White,White,White,White,White,White,White,Red,Red,White,White,Red,White,12,15,11,14,78.13,289.06,539.06,898.44
1,2,18,1,Random,DAN,male,56,White,White,White,White,White,White,Red,White,White,Red,White,White,Red,White,White,Red,16,7,10,13,70.31,359.38,507.81,757.81
1,2,19,1,Random,DAN,male,56,White,White,Red,White,White,White,White,Red,White,White,White,White,Red,White,Red,White,8,3,15,14,82.03,359.38,722.66,1000.00
1,2,20,1,Random,DAN,male,56,White,Red,White,White,Red,White,Red,White,White,White,White,White,White,White,Red,White,15,7,11,6,78.13,339.84,757.81,1089.84
1,2,21,1,Random,DAN,male,56,White,Red,White,White,Red,White,White,White,White,Red,White,White,Red,White,White,White,10,13,9,14,78.13,1179.69,1429.69,1757.81
1,2,22,1,Random,DAN,male,56,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,Red,12,11,16,15,117.19,527.34,789.06,1027.34
1,2,23,1,Random,DAN,male,56,Red,White,White,Red,White,Red,Red,White,White,White,White,White,White,White,White,White,7,6,4,3,148.44,328.13,578.13,750.00
1,2,24,1,Random,DAN,male,56,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,Red,White,White,3,2,1,4,1859.38,2031.25,2410.16,2968.75
1,2,25,1,Random,DAN,male,56,White,Red,White,White,Red,White,White,White,Red,White,White,White,Red,White,White,White,9,13,5,14,621.09,851.56,1121.09,1710.94
1,2,26,1,Random,DAN,male,56,Red,Red,White,White,Red,White,White,White,White,White,Red,White,White,White,White,White,11,2,6,5,140.63,429.69,769.53,1000.00
1,2,27,1,Random,DAN,male,56,White,White,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,12,8,16,13,70.31,281.25,480.47,960.94
1,2,28,1,Random,DAN,male,56,White,White,White,White,White,Red,White,White,White,Red,White,White,White,White,Red,Red,16,15,6,10,89.84,328.13,609.38,750.00
1,2,29,1,Random,DAN,male,56,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,16,12,4,3,238.28,468.75,710.94,828.13
1,2,30,1,Random,DAN,male,56,White,Red,White,White,Red,White,White,White,White,White,White,White,White,Red,White,Red,16,2,13,9,89.84,449.22,980.47,1210.94
1,2,31,1,Random,DAN,male,56,White,White,White,White,White,Red,White,White,White,White,Red,Red,Red,White,White,White,12,11,6,16,58.59,261.72,558.59,851.56
1,2,32,1,Random,DAN,male,56,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,White,White,White,7,3,10,11,308.59,550.78,750.00,1078.13
1,2,33,1,Random,DAN,male,56,White,White,Red,White,White,White,Red,White,White,Red,White,White,White,White,White,Red,16,3,6,2,109.38,921.88,1140.63,1339.84
1,2,34,1,Random,DAN,male,56,Red,White,White,White,White,White,White,Red,White,White,White,White,Red,Red,White,White,8,13,14,9,89.84,839.84,1070.31,1339.84
1,2,35,1,Random,DAN,male,56,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,Red,White,White,10,14,6,2,511.72,699.22,941.41,1160.16
1,2,36,1,Random,DAN,male,56,Red,White,White,White,Red,White,White,White,White,White,White,White,Red,White,Red,White,15,14,13,5,109.38,367.19,636.72,867.19
1,2,37,1,Random,DAN,male,56,White,White,White,White,Red,White,White,White,Red,White,Red,White,White,Red,White,White,11,14,5,13,42.97,312.50,750.00,1113.28
1,2,38,1,Random,DAN,male,56,White,Red,White,Red,White,White,White,White,White,White,Red,White,White,Red,White,White,11,2,3,4,230.47,480.47,640.63,1800.78
1,2,39,1,Random,DAN,male,56,White,White,White,White,Red,White,White,Red,Red,White,White,White,White,White,Red,White,8,15,5,9,89.84,359.38,890.63,1070.31
1,2,40,1,Random,DAN,male,56,White,White,White,Red,White,Red,White,White,White,White,White,Red,White,Red,White,White,12,6,5,10,58.59,398.44,789.06,1058.59
1,2,41,1,Random,DAN,male,56,White,White,White,White,Red,Red,White,White,White,White,White,Red,Red,White,White,White,12,6,13,5,148.44,457.03,1109.38,1320.31
1,2,42,1,Random,DAN,male,56,Red,Red,Red,White,White,White,White,White,White,White,Red,White,White,White,White,White,11,3,15,14,89.84,300.78,1128.91,1410.16
1,2,43,1,Random,DAN,male,56,Red,Red,White,Red,White,White,White,White,White,White,Red,White,White,White,White,White,4,3,2,1,308.59,500.00,671.88,1261.72
1,2,44,1,Random,DAN,male,56,White,White,White,Red,Red,White,White,White,White,Red,White,White,Red,White,White,White,4,10,14,13,148.44,371.09,1031.25,1289.06
1,2,45,1,Random,DAN,male,56,White,White,White,White,White,Red,White,Red,White,White,Red,Red,White,White,White,White,12,8,16,11,89.84,339.84,800.78,1082.03
1,2,46,1,Random,DAN,male,56,White,White,Red,White,Red,White,White,Red,White,White,White,White,Red,White,White,White,3,9,13,5,289.06,726.56,1507.81,1750.00
1,2,47,1,Random,DAN,male,56,White,White,White,Red,Red,Red,White,White,Red,White,White,White,White,White,White,White,4,6,10,9,50.78,300.78,832.03,1031.25
1,2,48,1,Random,DAN,male,56,White,Red,Red,White,White,White,White,White,White,Red,White,White,White,Red,White,White,3,10,14,13,42.97,250.00,472.66,671.88
1,2,49,1,Random,DAN,male,56,White,White,White,White,White,Red,White,Red,Red,White,White,White,White,White,White,Red,16,8,15,6,437.50,718.75,890.63,1167.97
1,2,50,1,Random,DAN,male,56,White,White,White,White,Red,White,White,White,White,White,White,Red,White,Red,Red,White,15,14,5,13,261.72,812.50,1121.09,1472.66
1,2,1,34,Test,DAN,male,56,White,Red,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,White,6,2,5,1,390.63,589.84,789.06,1031.25
1,2,2,14,Test,DAN,male,56,White,Red,White,White,Red,White,White,White,Red,White,White,Red,White,White,White,White,2,9,5,13,371.09,699.22,890.63,1371.09
1,2,3,23,Test,DAN,male,56,White,White,White,White,White,White,White,Red,White,White,Red,White,White,White,Red,Red,15,11,14,6,781.25,1082.03,1332.03,6312.50
1,2,4,36,Test,DAN,male,56,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,4,9,13,5,89.84,417.97,667.97,910.16
1,2,5,49,Test,DAN,male,56,White,White,White,Red,Red,White,Red,White,Red,White,White,White,White,White,White,White,7,9,13,5,250.00,726.56,867.19,1289.06
1,2,6,20,Test,DAN,male,56,White,White,Red,White,White,White,Red,White,White,White,Red,Red,White,White,White,White,12,11,3,2,109.38,390.63,671.88,921.88
1,2,7,30,Test,DAN,male,56,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,12,8,3,4,199.22,390.63,621.09,781.25
1,2,8,7,Test,DAN,male,56,White,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,15,11,2,3,277.34,476.56,1117.19,1328.13
1,2,9,38,Test,DAN,male,56,White,White,White,White,Red,White,Red,White,Red,White,White,White,White,Red,White,White,7,14,9,13,70.31,468.75,769.53,1488.28
1,2,10,48,Test,DAN,male,56,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,White,White,Red,16,3,9,5,46.88,378.91,597.66,929.69
1,2,11,15,Test,DAN,male,56,White,White,White,White,Red,White,Red,White,White,White,Red,White,Red,White,White,White,7,13,9,14,289.06,558.59,757.81,1230.47
1,2,12,39,Test,DAN,male,56,White,White,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,Red,8,5,6,10,468.75,859.38,1160.16,1558.59
1,2,13,25,Test,DAN,male,56,White,White,White,White,White,White,Red,White,White,White,White,Red,White,White,Red,Red,16,15,12,11,50.78,480.47,750.00,1000.00
1,2,14,9,Test,DAN,male,56,White,White,White,White,White,Red,White,White,White,White,White,White,Red,Red,Red,White,15,14,10,13,50.78,339.84,800.78,1121.09
1,2,15,47,Test,DAN,male,56,White,White,White,White,Red,Red,White,White,Red,White,White,White,Red,White,White,White,10,6,13,9,42.97,250.00,671.88,890.63
1,2,16,4,Test,DAN,male,56,White,White,White,White,White,Red,White,White,White,Red,Red,Red,White,White,White,White,12,11,6,10,31.25,250.00,507.81,679.69
1,2,17,17,Test,DAN,male,56,White,Red,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,6,2,5,89.84,281.25,500.00,691.41
1,2,18,35,Test,DAN,male,56,White,White,White,White,Red,White,White,Red,White,White,White,Red,White,White,White,Red,12,8,5,9,261.72,480.47,871.09,1050.78
1,2,19,26,Test,DAN,male,56,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,White,12,13,9,16,250.00,621.09,800.78,1171.88
1,2,20,50,Test,DAN,male,56,Red,White,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,White,10,6,5,9,62.50,941.41,1222.66,1421.88
1,2,21,41,Test,DAN,male,56,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,11,7,10,6,39.06,289.06,640.63,820.31
1,2,22,43,Test,DAN,male,56,White,Red,White,White,White,White,White,Red,White,White,White,Red,White,White,White,Red,12,8,7,3,359.38,558.59,769.53,1167.97
