TransmChainNb,Generation,TrialOrder,TrialName,TestingPhase,Name,Sex,AgeMonth,Square1,Square2,Square3,Square4,Square5,Square6,Square7,Square8,Square9,Square10,Square11,Square12,Square13,Square14,Square15,Square16,Touch1,Touch2,Touch3,Touch4,RT1,RT2,RT3,RT4
4,3,38,15,Test,DAN,male,58,White,White,White,White,White,White,White,White,Red,Red,White,Red,White,Red,White,White,12,10,9,13,160.16,558.59,917.97,1238.28
4,3,39,35,Test,DAN,male,58,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,12,11,7,8,78.13,269.53,468.75,640.63
4,3,40,37,Test,DAN,male,58,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,8,4,9,5,78.13,269.53,660.16,828.13
4,3,41,26,Test,DAN,male,58,White,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,White,8,7,9,5,31.25,191.41,589.84,761.72
4,3,42,41,Test,DAN,male,58,White,White,White,Red,White,White,White,Red,White,White,White,Red,White,White,White,Red,16,12,8,7,50.80,269.53,480.47,691.41
4,3,43,21,Test,DAN,male,58,White,White,White,White,Red,Red,Red,Red,White,White,White,White,White,White,White,White,8,7,6,9,160.16,332.03,531.25,691.41
4,3,44,24,Test,DAN,male,58,White,White,Red,White,White,White,White,White,White,White,White,White,Red,Red,Red,White,15,14,13,2,46.88,257.81,398.44,839.84
4,3,45,19,Test,DAN,male,58,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,8,7,3,4,58.60,250.00,667.97,859.38
4,3,46,22,Test,DAN,male,58,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,6,10,9,5,300.78,468.75,691.41,839.84
4,3,47,2,Test,DAN,male,58,Red,White,White,White,White,White,White,White,White,White,Red,Red,White,White,White,Red,16,12,11,3,70.31,308.59,480.47,699.22
4,3,48,49,Test,DAN,male,58,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,12,13,9,16,89.80,800.78,1019.53,1558.59
4,3,49,27,Test,DAN,male,58,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,16,12,11,15,367.19,789.06,1007.81,1699.22
4,3,50,40,Test,DAN,male,58,Red,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,White,12,11,8,7,58.60,269.53,527.34,718.75
4,4,1,1,Random,FILO,male,27,Red,White,White,Red,White,White,Red,White,Red,White,White,White,White,White,White,White,9,7,3,4,152.34,511.72,750.00,929.69
4,4,2,1,Random,FILO,male,27,Red,White,White,Red,White,White,White,White,Red,White,White,White,White,Red,White,White,14,9,3,4,519.53,769.53,1187.50,1378.91
4,4,3,1,Random,FILO,male,27,White,White,White,White,White,White,White,Red,Red,White,White,White,Red,Red,White,White,8,9,13,14,570.31,1070.31,1328.13,1597.66
4,4,4,1,Random,FILO,male,27,White,Red,White,White,White,White,White,Red,White,White,White,Red,White,Red,White,White,12,14,6,2,113.28,523.44,910.16,1113.28
4,4,5,1,Random,FILO,male,27,White,Red,White,White,White,White,Red,Red,White,White,White,White,Red,White,White,White,7,2,8,12,167.97,507.81,750.00,1089.84
4,4,6,1,Random,FILO,male,27,White,White,Red,Red,White,Red,White,White,White,White,White,White,Red,White,White,White,6,3,4,8,347.66,589.84,949.22,1140.63
4,4,7,1,Random,FILO,male,27,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,Red,White,White,9,13,15,14,1480.47,1832.03,2468.75,2691.41
4,4,8,1,Random,FILO,male,27,Red,White,White,Red,White,White,White,White,Red,White,White,White,White,White,White,Red,9,3,4,8,867.19,1308.59,1480.47,1679.69
4,4,9,1,Random,FILO,male,27,Red,White,White,White,Red,White,White,White,Red,White,White,Red,White,White,White,White,5,1,9,13,1539.06,1757.81,2636.72,3339.84
4,4,10,1,Random,FILO,male,27,White,White,Red,White,White,Red,White,Red,Red,White,White,White,White,White,White,White,9,6,7,3,171.88,480.47,781.25,980.47
4,4,11,1,Random,FILO,male,27,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,White,White,Red,10,6,13,14,97.70,320.31,597.66,1027.34
4,4,12,1,Random,FILO,male,27,White,Red,White,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,2,7,16,15,648.44,1277.34,1859.38,2089.84
4,4,13,1,Random,FILO,male,27,White,Red,White,White,White,White,Red,White,White,White,White,White,Red,White,Red,White,7,2,8,12,890.63,1171.88,1480.47,1773.44
4,4,14,1,Random,FILO,male,27,White,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,10,6,7,3,441.41,718.75,1199.22,1421.88
4,4,15,1,Random,FILO,male,27,White,White,White,White,White,Red,White,White,Red,White,Red,Red,White,White,White,White,9,6,15,11,179.69,429.69,902.34,1621.09
4,4,16,1,Random,FILO,male,27,White,White,White,White,White,White,White,Red,White,White,White,White,Red,Red,Red,White,15,12,16,14,890.63,1140.63,1359.38,1800.78
4,4,17,1,Random,FILO,male,27,White,White,White,Red,White,White,White,White,Red,White,White,Red,White,White,White,Red,12,16,9,8,160.16,371.09,730.47,1089.84
4,4,18,1,Random,FILO,male,27,White,White,White,Red,White,Red,White,White,Red,White,White,White,White,Red,White,White,9,6,7,4,519.53,812.50,1031.25,1882.81
4,4,19,1,Random,FILO,male,27,Red,White,White,White,Red,White,White,White,White,Red,White,White,White,Red,White,White,10,14,5,9,222.66,500.00,800.78,1269.53
4,4,20,1,Random,FILO,male,27,White,White,Red,White,White,White,White,White,Red,White,White,Red,White,Red,White,White,9,10,3,7,1019.53,1218.75,1488.28,1660.16
4,4,21,1,Random,FILO,male,27,White,White,White,White,White,White,White,White,White,White,Red,Red,Red,Red,White,White,9,10,13,14,859.38,1468.75,1750.00,2121.09
4,4,22,1,Random,FILO,male,27,White,White,White,White,White,White,White,White,White,Red,White,Red,White,Red,White,Red,14,10,15,12,339.84,558.59,808.59,1046.88
4,4,23,1,Random,FILO,male,27,White,White,Red,White,Red,White,White,White,White,White,White,Red,Red,White,White,White,13,5,9,6,531.25,917.97,1167.97,1660.16
4,4,24,1,Random,FILO,male,27,White,Red,White,Red,White,White,White,White,White,White,Red,White,Red,White,White,White,11,13,6,2,121.09,730.47,1140.63,1359.38
4,4,25,1,Random,FILO,male,27,White,White,Red,White,White,White,White,Red,Red,White,Red,White,White,White,White,White,11,9,3,8,308.59,628.91,1019.53,1250.00
4,4,26,1,Random,FILO,male,27,White,Red,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,6,2,7,8,70.31,289.06,539.06,1171.88
4,4,27,1,Random,FILO,male,27,White,White,Red,White,Red,White,White,White,White,White,White,Red,Red,White,White,White,12,5,8,3,128.91,597.66,1109.38,1378.91
4,4,28,1,Random,FILO,male,27,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,9,5,6,10,386.72,609.38,796.88,1027.34
4,4,29,1,Random,FILO,male,27,White,White,White,Red,White,Red,White,White,White,White,White,White,Red,Red,White,White,6,3,4,1,390.63,699.22,871.09,2089.84
4,4,30,1,Random,FILO,male,27,White,White,White,White,White,White,White,Red,Red,Red,White,White,Red,White,White,White,10,9,13,14,199.22,378.91,671.88,910.16
4,4,31,1,Random,FILO,male,27,White,Red,Red,White,White,White,White,White,White,White,White,White,White,Red,Red,White,14,15,6,2,250.00,531.25,941.41,1109.38
4,4,32,1,Random,FILO,male,27,Red,White,White,White,Red,White,White,White,White,Red,White,White,White,White,White,Red,1,5,9,2,1609.38,1812.50,2152.34,3531.25
4,4,33,1,Random,FILO,male,27,White,Red,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,16,12,6,2,281.25,500.00,781.25,972.66
4,4,34,1,Random,FILO,male,27,White,White,White,Red,White,White,White,White,White,White,White,White,Red,Red,Red,White,14,4,16,15,941.41,1281.25,1800.78,2050.78
4,4,35,1,Random,FILO,male,27,Red,Red,White,White,White,White,Red,White,Red,White,White,White,White,White,White,White,9,2,7,11,378.91,667.97,859.38,1089.84
4,4,36,1,Random,FILO,male,27,White,White,White,White,White,Red,Red,White,White,White,White,Red,Red,White,White,White,6,7,8,12,472.66,722.66,980.47,1191.41
4,4,37,1,Random,FILO,male,27,White,White,White,White,Red,Red,White,White,White,White,White,Red,Red,White,White,White,6,5,7,8,378.91,718.75,988.28,1199.22
4,4,38,1,Random,FILO,male,27,Red,White,White,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,7,15,12,16,109.38,386.72,917.97,1187.50
4,4,39,1,Random,FILO,male,27,White,Red,White,White,White,White,White,White,White,White,Red,White,White,Red,White,Red,11,14,2,6,109.38,371.09,789.06,1230.47
4,4,40,1,Random,FILO,male,27,Red,White,Red,Red,White,Red,White,White,White,White,White,White,White,White,White,White,6,3,8,4,281.25,550.78,800.78,968.75
4,4,41,1,Random,FILO,male,27,White,White,White,White,White,White,White,White,White,Red,Red,Red,Red,White,White,White,10,11,12,16,847.66,1078.13,1300.78,1539.06
4,4,42,1,Random,FILO,male,27,White,Red,White,White,White,White,White,White,White,White,White,Red,Red,Red,White,White,13,14,6,2,511.72,832.03,1191.41,1371.09
4,4,43,1,Random,FILO,male,27,White,Red,White,White,White,White,Red,White,White,White,White,White,Red,Red,White,White,14,13,2,6,761.72,1113.28,1812.50,2441.41
4,4,44,1,Random,FILO,male,27,White,White,White,White,Red,White,White,Red,White,White,Red,White,Red,White,White,White,11,13,5,14,140.63,949.22,1390.63,1800.78
4,4,45,1,Random,FILO,male,27,White,White,White,White,White,White,White,White,Red,White,White,Red,White,Red,Red,White,9,14,11,12,261.72,531.25,890.63,1089.84
4,4,46,1,Random,FILO,male,27,Red,White,White,Red,White,Red,Red,White,White,White,White,White,White,White,White,White,6,7,4,8,199.22,468.75,636.72,828.13
4,4,47,1,Random,FILO,male,27,White,White,White,White,White,Red,Red,White,White,White,White,Red,White,White,White,Red,7,6,8,12,500.00,757.81,1007.81,1250.00
4,4,48,1,Random,FILO,male,27,Red,White,White,Red,White,White,White,White,White,Red,White,White,White,Red,White,White,14,10,7,3,421.88,621.09,949.22,1152.34
4,4,49,1,Random,FILO,male,27,White,Red,White,White,White,White,Red,White,White,Red,Red,White,White,White,White,White,10,2,7,11,222.66,511.72,1203.13,1531.25
4,4,50,1,Random,FILO,male,27,White,White,White,White,White,White,White,Red,Red,Red,White,White,White,Red,White,White,10,9,14,11,441.41,667.97,949.22,1230.47
4,4,1,32,Test,FILO,male,27,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,6,7,11,15,269.53,531.25,781.25,1050.78
4,4,2,6,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,9,5,6,10,140.63,339.84,550.78,781.25
4,4,3,14,Test,FILO,male,27,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,Red,White,9,12,11,15,1011.72,1589.84,1812.50,2082.03
4,4,4,17,Test,FILO,male,27,White,Red,Red,White,White,White,White,White,White,White,White,White,White,White,Red,Red,2,3,16,15,62.50,230.47,812.50,1031.25
4,4,5,29,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,White,Red,7,12,15,16,570.31,800.78,1039.06,1550.78
4,4,6,46,Test,FILO,male,27,White,White,White,White,White,Red,White,Red,Red,White,White,White,Red,White,White,White,6,7,9,13,703.13,1000.00,1902.34,2250.00
4,4,7,8,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,White,Red,White,White,Red,White,White,White,5,6,13,9,250.00,468.75,808.59,980.47
4,4,8,4,Test,FILO,male,27,White,White,White,White,Red,White,Red,White,Red,White,White,White,Red,White,White,White,9,13,5,6,199.22,449.22,808.59,1417.97
4,4,9,48,Test,FILO,male,27,White,White,White,White,White,Red,Red,White,Red,White,Red,White,White,White,White,White,9,6,7,11,148.44,417.97,640.63,890.63
4,4,10,34,Test,FILO,male,27,White,White,White,White,White,White,White,White,Red,White,White,White,Red,Red,Red,White,13,9,15,14,511.72,750.00,1363.28,1500.00
4,4,11,43,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,White,Red,White,White,Red,White,White,White,10,5,6,13,89.80,363.28,589.84,921.88
4,4,12,27,Test,FILO,male,27,White,White,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,Red,11,15,12,16,58.60,328.13,546.88,769.53
4,4,13,15,Test,FILO,male,27,White,White,White,White,White,White,White,White,Red,Red,White,Red,Red,White,White,White,12,13,9,10,109.38,500.00,699.22,1218.75
4,4,14,24,Test,FILO,male,27,White,Red,White,White,White,White,White,White,White,White,White,White,Red,Red,Red,White,2,10,14,15,750.00,1070.31,1347.66,1578.13
4,4,15,25,Test,FILO,male,27,White,Red,White,White,Red,White,White,White,Red,White,White,White,Red,White,White,White,5,9,2,7,699.22,1218.75,1558.59,1769.53
4,4,16,36,Test,FILO,male,27,White,White,White,White,White,Red,White,White,Red,White,White,White,White,White,Red,Red,9,6,14,15,667.97,910.16,1437.50,1667.97
4,4,17,19,Test,FILO,male,27,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,White,7,3,8,12,39.06,261.72,480.47,710.94
4,4,18,13,Test,FILO,male,27,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,White,White,6,7,8,4,39.06,277.34,500.00,699.22
4,4,19,1,Test,FILO,male,27,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,10,6,14,15,390.63,609.38,910.16,1160.16
4,4,20,50,Test,FILO,male,27,White,White,White,White,Red,White,White,White,White,White,White,White,Red,Red,Red,White,5,13,14,9,968.75,1332.03,1890.63,2109.38
4,4,21,33,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,5,6,10,14,1062.50,1250.00,1691.41,1953.13
4,4,22,18,Test,FILO,male,27,White,White,White,White,Red,White,White,White,White,Red,White,White,Red,Red,White,White,13,10,5,9,371.09,640.63,1121.09,1699.22
4,4,23,30,Test,FILO,male,27,Red,White,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,White,11,5,7,10,500.00,1050.78,1281.25,1531.25
4,4,24,35,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,11,7,8,12,27.30,238.28,417.97,628.91
4,4,25,28,Test,FILO,male,27,White,White,White,White,White,White,Red,White,Red,White,Red,White,White,White,White,Red,9,7,15,11,421.88,691.41,1160.16,1410.16
4,4,26,42,Test,FILO,male,27,White,White,White,White,Red,White,White,White,Red,Red,Red,White,White,White,White,White,9,10,14,5,250.00,699.22,949.22,1332.03
4,4,27,41,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,7,8,16,12,179.69,398.44,890.63,1148.44
4,4,28,20,Test,FILO,male,27,White,White,White,White,Red,Red,White,Red,Red,White,White,White,White,White,White,White,6,2,9,12,4378.91,4800.78,5628.91,6058.59
4,4,29,21,Test,FILO,male,27,White,White,White,White,White,Red,Red,Red,Red,White,White,White,White,White,White,White,9,6,7,8,312.50,582.03,812.50,1031.25
4,4,30,23,Test,FILO,male,27,White,White,White,White,White,Red,White,White,White,Red,White,White,White,Red,Red,White,10,14,15,6,203.13,1441.41,1921.88,2230.47
4,4,31,11,Test,FILO,male,27,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,13,6,14,10,1250.00,1796.88,2078.13,2328.13
4,4,32,38,Test,FILO,male,27,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,12,3,8,4,480.47,1109.38,1339.84,1640.63
4,4,33,16,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,7,11,8,12,417.97,667.97,886.72,1136.72
4,4,34,5,Test,FILO,male,27,White,White,White,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,9,10,11,7,308.59,550.78,917.97,1160.16
4,4,35,31,Test,FILO,male,27,White,White,White,White,Red,White,White,White,Red,Red,White,White,Red,White,White,White,9,5,10,13,511.72,730.47,1179.69,1453.13
4,4,36,2,Test,FILO,male,27,White,White,Red,White,White,White,White,White,White,White,Red,Red,White,White,White,Red,11,15,12,16,1250.00,1582.03,1839.84,2050.78
4,4,37,10,Test,FILO,male,27,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,Red,11,8,12,16,191.41,878.91,1171.88,1800.78
4,4,38,49,Test,FILO,male,27,White,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,White,Red,9,13,12,16,832.03,1160.16,1750.00,2000.00
4,4,39,37,Test,FILO,male,27,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,White,9,5,7,8,562.50,781.25,1191.41,1609.38
4,4,40,12,Test,FILO,male,27,White,White,White,White,White,White,White,Red,White,Red,White,Red,Red,White,White,White,10,8,12,11,269.53,570.31,800.78,1269.53
4,4,41,39,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,Red,White,White,Red,White,White,White,White,9,5,6,13,449.22,640.63,921.88,1449.22
4,4,42,47,Test,FILO,male,27,Red,White,White,White,Red,Red,White,White,Red,White,White,White,White,White,White,White,9,5,6,13,250.00,480.47,691.41,1031.25
4,4,43,44,Test,FILO,male,27,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,12,3,8,4,89.80,417.97,628.91,878.91
4,4,44,22,Test,FILO,male,27,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,White,White,9,10,11,12,1121.09,1371.09,1648.44,1871.09
4,4,45,45,Test,FILO,male,27,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,3,4,8,12,58.60,441.41,640.63,1300.78
4,4,46,26,Test,FILO,male,27,White,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,White,9,5,8,7,667.97,871.09,1507.81,1750.00
4,4,47,9,Test,FILO,male,27,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,White,9,13,5,14,109.38,847.66,1296.88,1578.13
4,4,48,3,Test,FILO,male,27,White,Red,White,White,White,White,White,White,Red,Red,White,White,Red,White,White,White,9,13,10,6,261.72,531.25,832.03,1121.09
4,4,49,40,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,7,11,8,12,89.80,781.25,960.94,1167.97
4,4,50,7,Test,FILO,male,27,White,White,White,White,White,White,Red,Red,White,White,Red,Red,White,White,White,White,11,7,8,12,179.69,398.44,589.84,1230.47
4,5,1,1,Random,FANA,female,35,White,Red,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,White,15,11,3,2,89.80,300.78,550.78,800.78
4,5,2,1,Random,FANA,female,35,White,White,White,White,White,White,White,Red,White,White,Red,Red,White,Red,White,White,11,12,8,14,113.28,281.25,421.88,613.28
4,5,3,1,Random,FANA,female,35,Red,White,White,White,White,Red,White,White,Red,White,White,White,White,White,White,Red,6,9,13,14,750.00,933.59,1183.59,1683.59
4,5,4,1,Random,FANA,female,35,White,Red,White,White,White,Red,Red,White,White,White,White,White,Red,White,White,White,7,6,2,5,210.94,1140.63,1292.97,1531.25
4,5,5,1,Random,FANA,female,35,White,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,Red,White,8,4,1,5,507.81,726.56,1257.81,1589.84
4,5,6,1,Random,FANA,female,35,Red,White,White,White,White,Red,White,White,White,White,White,White,White,White,Red,Red,15,16,6,1,89.80,332.03,562.50,769.53
4,5,7,1,Random,FANA,female,35,White,Red,White,White,Red,White,White,White,White,White,Red,White,White,White,Red,White,15,11,5,2,160.16,332.03,500.00,699.22
4,5,8,1,Random,FANA,female,35,White,White,White,White,White,White,White,White,White,Red,Red,Red,White,Red,White,White,11,12,10,14,128.91,300.78,550.78,750.00
4,5,9,1,Random,FANA,female,35,White,White,White,White,White,White,White,White,Red,Red,White,Red,Red,White,White,White,12,9,10,13,640.63,910.16,1128.91,1312.50
4,5,10,1,Random,FANA,female,35,White,White,White,Red,White,White,Red,White,White,White,White,Red,Red,White,White,White,12,7,4,5,167.97,339.84,480.47,667.97
4,5,11,1,Random,FANA,female,35,Red,White,White,White,Red,White,White,White,White,White,White,Red,White,White,Red,White,15,12,5,1,140.63,453.13,652.34,871.09
4,5,12,1,Random,FANA,female,35,White,White,White,Red,White,White,White,White,Red,White,White,White,Red,Red,White,White,4,9,14,13,550.78,769.53,1019.53,1191.41
4,5,13,1,Random,FANA,female,35,White,Red,White,White,Red,White,Red,White,White,White,Red,White,White,White,White,White,11,7,10,14,820.31,980.47,1140.63,1320.31
4,5,14,1,Random,FANA,female,35,White,Red,Red,White,White,White,White,White,White,White,White,White,Red,Red,White,White,3,2,5,9,359.38,609.38,832.03,1050.78
4,5,15,1,Random,FANA,female,35,White,White,Red,White,White,White,Red,White,White,Red,White,Red,White,White,White,White,12,7,3,10,250.00,589.84,781.25,1000.00
4,5,16,1,Random,FANA,female,35,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,White,White,White,11,9,5,2,58.60,281.25,441.41,628.91
4,5,17,1,Random,FANA,female,35,White,White,White,White,White,Red,White,Red,White,Red,White,White,White,White,White,Red,16,12,8,6,187.50,546.88,707.03,886.72
4,5,18,1,Random,FANA,female,35,White,White,Red,White,White,White,White,White,Red,White,Red,White,White,White,White,Red,11,1,5,16,250.00,660.16,859.38,1417.97
4,5,19,1,Random,FANA,female,35,Red,White,White,White,White,White,White,White,White,Red,White,Red,White,White,White,Red,16,12,10,6,199.22,390.63,589.84,781.25
4,5,20,1,Random,FANA,female,35,White,White,White,Red,White,White,Red,White,White,White,Red,White,Red,White,White,White,7,4,11,15,281.25,472.66,1140.63,1441.41
4,5,21,1,Random,FANA,female,35,White,White,White,White,White,White,Red,Red,Red,White,White,White,White,White,White,Red,7,8,9,13,199.22,328.13,750.00,937.50
4,5,22,1,Random,FANA,female,35,White,White,Red,White,Red,White,White,White,White,White,White,White,Red,White,Red,White,15,3,2,5,218.75,660.16,949.22,1281.25
4,5,23,1,Random,FANA,female,35,White,White,Red,Red,White,White,White,White,White,White,Red,Red,White,White,White,White,11,12,3,4,187.50,390.63,609.38,769.53
4,5,24,1,Random,FANA,female,35,White,White,White,White,Red,White,Red,White,White,White,White,Red,White,Red,White,White,12,7,5,9,359.38,562.50,859.38,1070.31
4,5,25,1,Random,FANA,female,35,White,White,White,White,White,White,White,White,Red,Red,White,White,Red,White,White,Red,16,10,9,13,257.81,468.75,667.97,867.19
4,5,26,1,Random,FANA,female,35,Red,Red,Red,White,White,White,Red,White,White,White,White,White,White,White,White,White,7,3,2,1,89.80,378.91,640.63,839.84
4,5,27,1,Random,FANA,female,35,White,White,White,White,Red,Red,White,White,White,Red,Red,White,White,White,White,White,11,10,6,5,167.97,449.22,617.19,777.34
4,5,28,1,Random,FANA,female,35,White,Red,White,White,White,White,White,White,White,White,White,Red,White,Red,White,Red,16,12,14,15,97.70,277.34,527.34,1019.53
4,5,29,1,Random,FANA,female,35,White,White,White,White,Red,White,White,White,White,Red,White,White,Red,White,White,Red,16,5,9,10,82.00,472.66,691.41,910.16
4,5,30,1,Random,FANA,female,35,Red,White,White,White,White,White,White,White,Red,White,White,White,Red,Red,White,White,9,14,5,1,121.09,312.50,550.78,722.66
4,5,31,1,Random,FANA,female,35,Red,Red,White,White,White,White,White,White,Red,White,White,Red,White,White,White,White,12,9,5,2,140.63,480.47,660.16,812.50
4,5,32,1,Random,FANA,female,35,Red,White,White,White,White,White,White,White,Red,Red,White,Red,White,White,White,White,12,9,10,14,58.60,500.00,667.97,917.97
4,5,33,1,Random,FANA,female,35,White,Red,White,White,Red,White,White,White,White,White,White,Red,White,Red,White,White,12,5,1,2,62.50,281.25,691.41,890.63
4,5,34,1,Random,FANA,female,35,Red,White,Red,White,White,White,White,Red,Red,White,White,White,White,White,White,White,3,7,10,9,839.84,976.56,1136.72,1367.19
4,5,35,1,Random,FANA,female,35,Red,Red,White,White,White,White,Red,White,White,White,White,White,White,Red,White,White,7,2,5,1,410.16,828.13,1050.78,1210.94
4,5,36,1,Random,FANA,female,35,White,White,White,White,White,Red,Red,White,Red,White,Red,White,White,White,White,White,11,7,6,9,89.80,398.44,589.84,781.25
4,5,37,1,Random,FANA,female,35,Red,Red,White,White,White,White,White,White,White,Red,Red,White,White,White,White,White,11,10,6,2,82.00,292.97,480.47,640.63
4,5,38,1,Random,FANA,female,35,Red,White,White,White,Red,White,White,White,White,White,White,Red,White,White,White,Red,16,12,1,5,273.44,441.41,921.88,1082.03
4,5,39,1,Random,FANA,female,35,Red,White,White,White,White,White,White,White,White,White,Red,Red,White,Red,White,White,11,12,10,15,921.88,1121.09,1718.75,2031.25
4,5,40,1,Random,FANA,female,35,White,White,White,White,White,White,Red,White,White,Red,White,White,White,Red,White,Red,16,7,10,14,50.80,312.50,632.81,812.50
4,5,41,1,Random,FANA,female,35,White,White,White,White,White,White,Red,White,Red,White,White,Red,White,White,Red,White,15,11,7,12,312.50,500.00,621.09,812.50
4,5,42,1,Random,FANA,female,35,White,White,Red,Red,White,White,White,Red,White,White,White,White,White,Red,White,White,8,3,4,1,128.91,347.66,500.00,769.53
4,5,43,1,Random,FANA,female,35,White,White,White,White,White,White,Red,White,White,Red,White,White,White,White,Red,Red,15,11,10,7,136.72,339.84,707.03,1070.31
4,5,44,1,Random,FANA,female,35,White,White,White,Red,White,White,Red,White,White,White,White,White,Red,White,White,Red,16,7,4,1,250.00,671.88,812.50,1000.00
4,5,45,1,Random,FANA,female,35,Red,White,Red,Red,White,White,White,White,White,White,White,White,White,Red,White,White,4,3,1,5,152.34,359.38,640.63,812.50
4,5,46,1,Random,FANA,female,35,White,Red,Red,White,White,White,White,White,White,Red,White,White,White,Red,White,White,6,3,10,14,710.94,871.09,1250.00,1710.94
4,5,47,1,Random,FANA,female,35,White,White,White,White,White,Red,White,Red,Red,White,White,White,White,Red,White,White,8,6,13,9,128.91,378.91,738.28,906.25
4,5,48,1,Random,FANA,female,35,White,White,White,White,White,White,White,Red,White,Red,White,White,White,Red,White,Red,16,12,8,10,300.78,550.78,718.75,871.09
4,5,49,1,Random,FANA,female,35,White,White,Red,White,White,White,White,White,Red,White,White,Red,Red,White,White,White,12,3,5,9,89.80,468.75,699.22,890.63
4,5,50,1,Random,FANA,female,35,White,White,White,Red,White,Red,White,White,Red,White,Red,White,White,White,White,White,11,4,6,9,78.13,417.97,589.84,871.09
4,5,1,44,Test,FANA,female,35,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,White,White,White,12,3,4,8,128.91,437.50,597.66,1000.00
4,5,2,11,Test,FANA,female,35,White,White,White,White,White,Red,White,White,White,Red,White,White,Red,Red,White,White,10,14,6,9,199.22,378.91,609.38,812.50
4,5,3,42,Test,FANA,female,35,White,White,White,White,Red,White,White,White,Red,Red,White,White,White,Red,White,White,14,10,5,9,191.41,359.38,519.53,703.13
4,5,4,15,Test,FANA,female,35,White,White,White,White,White,White,White,White,Red,Red,White,Red,Red,White,White,White,12,10,9,13,109.38,449.22,621.09,812.50
4,5,5,13,Test,FANA,female,35,White,White,White,Red,White,Red,Red,Red,White,White,White,White,White,White,White,White,8,4,6,7,109.38,339.84,558.59,769.53
4,5,6,25,Test,FANA,female,35,White,Red,White,White,Red,White,Red,White,Red,White,White,White,White,White,White,White,7,5,2,9,171.88,339.84,531.25,750.00
4,5,7,20,Test,FANA,female,35,White,Red,White,White,White,Red,White,White,Red,White,White,Red,White,White,White,White,12,6,2,1,386.72,578.13,750.00,980.47
4,5,8,32,Test,FANA,female,35,White,White,White,White,White,Red,Red,White,White,White,Red,White,White,White,Red,White,11,7,6,10,320.31,500.00,652.34,1183.59
4,5,9,14,Test,FANA,female,35,White,White,White,White,White,White,White,White,Red,White,Red,Red,White,White,Red,White,11,12,15,9,609.38,796.88,1000.00,1218.75
